"","Gene_ID","Pman_GeneID","P_maniculatus_attr","M_musculus_attr","EP_strain_logFC","EP_strain_adj_P.Val","EP_strain_SIG","diffexpressed_EP","LP_strain_logFC","LP_strain_adj_P.Val","LP_strain_SIG","diffexpressed_LP","Quadrant"
"796","novel_gene_NC_056023.1_3145","novel_gene_NC_056023.1_3145","NA","NA",-0.898034665334646,6.67677999355134e-06,"SIG","DOWN",-1.15501955164142,5.24991515827292e-20,"SIG","DOWN","Down-Down"
"797","Impa1","Impa1","NA","Inositol-1-monophosphatase",-0.689085876484238,6.68338424893978e-06,"SIG","DOWN",0.215151406122689,0.022420137613373,"SIG","UP","NA"
"798","Mtfr1","Mtfr1","NA","Mitochondrial fission regulator 1",-0.411751784923823,6.68698825496043e-06,"SIG","DOWN",-0.320447526807318,3.54851638980003e-07,"SIG","DOWN","InCutoff"
"799","Il17ra","Il17ra","NA","Interleukin-17 receptor A",-0.630161551855374,6.8439999559337e-06,"SIG","DOWN",-0.233515847309162,0.00054798404715008,"SIG","DOWN","NA"
"800","LOC107400599","Abcg3","ATP-binding cassette sub-family G member 3-like","ATP-binding cassette sub-family G member 3",1.26291262587784,7.05476534194245e-06,"SIG","UP",0.897970290156083,8.76910103737238e-09,"SIG","UP","Up-Up"
"801","Znf281","Znf281","NA","Zinc finger protein 281",-0.521775434426114,7.1945351224253e-06,"SIG","DOWN",0.161596931266227,0.0260841306046016,"SIG","UP","NA"
"802","Nck2","Nck2","NA","Cytoplasmic protein NCK2",0.83552890369805,7.30746472002774e-06,"SIG","UP",0.421804797309673,3.25538185311978e-07,"SIG","UP","NA"
"803","Tbc1d15","Tbc1d15","NA","TBC1 domain family member 15",-0.541306554747528,7.30896692463724e-06,"SIG","DOWN",-0.122681099681118,0.0454452468336138,"SIG","DOWN","NA"
"804","LOC121824653","LOC121824653","uncharacterized protein LOC121824653","NA",-0.511091035792202,7.36444390093827e-06,"SIG","DOWN",-0.266762422704018,0.0128304749390915,"SIG","DOWN","NA"
"805","Chordc1","Chordc1","NA","Cysteine and histidine-rich domain-containing protein 1",-0.497841504487236,7.47207901646987e-06,"SIG","DOWN",-0.277104893038869,0.00698703550919952,"SIG","DOWN","InCutoff"
"806","novel_gene_NC_056010.1_10278","novel_gene_NC_056010.1_10278","NA","NA",-0.972337575837145,7.5339603671601e-06,"SIG","DOWN",0.28914418662776,0.00384666316479771,"SIG","UP","NA"
"807","LOC107399504","LOC107399504","NA","NA",-1.18747382500338,7.5354410752166e-06,"SIG","DOWN",-1.21617684718054,0.00018768654724817,"SIG","DOWN","Down-Down"
"808","Bhlhb9","Bhlhb9","NA","G protein-coupled receptor associated sorting protein 3",0.989659645240679,7.54138636615998e-06,"SIG","UP",0.747813375581607,7.14695917628906e-09,"SIG","UP","Up-Up"
"809","novel_gene_NC_056023.1_7074","novel_gene_NC_056023.1_7074","NA","NA",1.26190823641872,7.60476243626525e-06,"SIG","UP",0.460714249640486,0.0005211999243618,"SIG","UP","NA"
"810","Anapc7","Anapc7","NA","Anaphase-promoting complex subunit 7",-0.650126195445982,7.60476243626525e-06,"SIG","DOWN",-0.600415226424547,8.30725037611206e-15,"SIG","DOWN","Down-Down"
"811","Det1","Det1","NA","DET1 homolog",-0.688173499229953,7.61307432934591e-06,"SIG","DOWN",-0.587615145515618,6.63370139469206e-13,"SIG","DOWN","Down-Down"
"812","novel_gene_NC_056027.1_15004","novel_gene_NC_056027.1_15004","NA","NA",0.620109928868629,7.70639246525995e-06,"SIG","UP",0.349260839956282,0.00309647927205457,"SIG","UP","NA"
"813","novel_gene_NC_056014.1_2826","novel_gene_NC_056014.1_2826","NA","NA",-1.25968376055208,7.82302226118333e-06,"SIG","DOWN",-0.668309262790463,0.00018173908718015,"SIG","DOWN","Down-Down"
"814","Bex1","Bex1","NA","Protein BEX1",2.48967974631439,7.90937438628711e-06,"SIG","UP",1.15266519962876,4.93557196640268e-07,"SIG","UP","Up-Up"
"815","Rpp40","Rpp40","NA","Ribonuclease P protein subunit p40",0.770084444061122,8.11664499700797e-06,"SIG","UP",0.532830763738739,2.1323926525943e-12,"SIG","UP","Up-Up"
"816","LOC102926967","ARL1","ADP-ribosylation factor-like protein 1","ADP-ribosylation factor-like protein 1",1.27173259741805,8.19909970092297e-06,"SIG","UP",1.38075402773522,2.17469275657023e-24,"SIG","UP","Up-Up"
"817","LOC102916509","LOC102916509","NA","NA",1.1345627551177,8.25027865466666e-06,"SIG","UP",0.457479075837327,0.00042079922622996,"SIG","UP","NA"
"818","Snapin","Snapin","NA","SNARE-associated protein Snapin",-0.896512081194567,8.3730042793406e-06,"SIG","DOWN",-0.37661250529956,8.52566417504476e-11,"SIG","DOWN","NA"
"819","Arl13a","Arl13a","NA","ADP-ribosylation factor-like protein 13A",1.54719911757173,8.58956315966573e-06,"SIG","UP",0.269125714254604,0.00816565308337997,"SIG","UP","NA"
"820","novel_gene_NC_056011.1_33376","novel_gene_NC_056011.1_33376","NA","NA",-1.11499244838644,8.70343434082045e-06,"SIG","DOWN",-1.15885416341636,6.62570607304365e-15,"SIG","DOWN","Down-Down"
"821","novel_gene_NC_056025.1_3985","novel_gene_NC_056025.1_3985","NA","NA",1.41423685508871,8.78739581277644e-06,"SIG","UP",0.354115069433171,0.0134186319670809,"SIG","UP","NA"
"822","Thsd7a","Thsd7a","NA","Thrombospondin type-1 (TSP1) repeat",-1.13874132163278,8.88342950049186e-06,"SIG","DOWN",-1.97128567236476,1.11238023666065e-51,"SIG","DOWN","Down-Down"
"823","Ift122","Ift122","NA","Intraflagellar transport protein 122 homolog",-0.74592693920165,8.9011372165124e-06,"SIG","DOWN",-0.523857546984511,2.47810533973845e-22,"SIG","DOWN","Down-Down"
"824","Arrb1","Arrb1","NA","Arrestin, N-terminal",0.836174784259942,8.92422038497951e-06,"SIG","UP",-0.378095591044423,0.00053962763308834,"SIG","DOWN","NA"
"825","novel_gene_NC_056019.1_12199","novel_gene_NC_056019.1_12199","NA","NA",-1.18911973153362,8.93250763311739e-06,"SIG","DOWN",-0.322369464449382,0.0363966657460682,"SIG","DOWN","NA"
"826","Mrpl47","Mrpl47","NA","Large ribosomal subunit protein uL29m",-0.562563698459315,9.02501639820557e-06,"SIG","DOWN",-0.251960681166335,2.6898973218338e-05,"SIG","DOWN","NA"
"827","novel_gene_NC_056014.1_18167","novel_gene_NC_056014.1_18167","NA","NA",-0.578287530140745,9.02501639820557e-06,"SIG","DOWN",-0.166412900990566,0.0290054450249814,"SIG","DOWN","NA"
"828","Nox4","Nox4","NA","NA",-0.753687492525657,9.05898232142414e-06,"SIG","DOWN",-0.93264305952907,7.23939131816174e-11,"SIG","DOWN","Down-Down"
"829","B4galt6","B4galt6","NA","Beta-1,4-galactosyltransferase 6",1.17861410179836,9.23095732774227e-06,"SIG","UP",0.617464233389163,4.27526521088681e-06,"SIG","UP","Up-Up"
"830","Slc25a3","Slc25a3","NA","Solute carrier family 25 member 3",-0.5117091771035,9.38025696114396e-06,"SIG","DOWN",-0.168081433198464,0.00019036011423422,"SIG","DOWN","NA"
"831","LOC107400733","LOC107400733","NA","NA",0.477145397221933,9.45244071717187e-06,"SIG","UP",0.998835521227979,2.70803327877588e-29,"SIG","UP","NA"
"832","novel_gene_NC_056028.1_8784","novel_gene_NC_056028.1_8784","NA","NA",-0.953478016820161,9.46667733460848e-06,"SIG","DOWN",-0.234872698415591,7.08512165209573e-06,"SIG","DOWN","NA"
"833","Armc7","Armc7","NA","Armadillo repeat-containing protein 7",0.51037914698979,9.46667733460848e-06,"SIG","UP",0.712904937236757,8.97993614677261e-13,"SIG","UP","Up-Up"
"834","novel_gene_NC_056012.1_26388","novel_gene_NC_056012.1_26388","NA","NA",-1.72896717243476,9.54483661559121e-06,"SIG","DOWN",-1.80700974518966,2.43692561329555e-27,"SIG","DOWN","Down-Down"
"835","LOC102917268","ENSMUSG00215048960.1","T cell receptor alpha chain MC.7.G5-like","Immunoglobulin-like fold",-1.31825723282183,9.59933195391507e-06,"SIG","DOWN",0.203703909935927,0.0135296071827172,"SIG","UP","NA"
"836","Tspyl1","Tspyl1","NA","Testis-specific Y-encoded-like protein 1",-0.49299917447725,9.63984560517747e-06,"SIG","DOWN",-0.298744397630402,9.93960661038394e-10,"SIG","DOWN","InCutoff"
"837","Slc7a6","Slc7a6","NA","Y+L amino acid transporter 1",-0.642977610477964,9.68037207066508e-06,"SIG","DOWN",-0.39011711549592,0.00185252295494355,"SIG","DOWN","NA"
"838","Slc25a40","Slc25a40","NA","Probable mitochondrial glutathione transporter SLC25A40",0.460001305037911,9.71433853198811e-06,"SIG","UP",0.330190337046069,1.29256932446403e-10,"SIG","UP","InCutoff"
"839","LOC102904887","LOC102904887","Histone H2B","NA",-0.971129437542605,9.74008034582521e-06,"SIG","DOWN",-1.21431805559381,2.10505004037113e-09,"SIG","DOWN","Down-Down"
"840","Thsd4","Thsd4","NA","Thrombospondin type-1 domain-containing protein 4",-0.925291501528194,9.81662212141969e-06,"SIG","DOWN",-0.62269131283485,2.4042330750956e-07,"SIG","DOWN","Down-Down"
"841","novel_gene_NC_056011.1_37084","novel_gene_NC_056011.1_37084","NA","NA",-0.590999777408376,9.84688932849017e-06,"SIG","DOWN",-0.472703445676147,1.01167481662682e-48,"SIG","DOWN","NA"
"842","LOC102927717","N-RAP","nebulin-related-anchoring protein isoform X1","Nebulin-related-anchoring protein",-2.32883264755502,1.00543117696043e-05,"SIG","DOWN",-1.77473615264368,8.90819209951562e-13,"SIG","DOWN","Down-Down"
"843","LOC121830252","LOC121830252","NA","NA",-1.13635059249912,1.01018653227636e-05,"SIG","DOWN",-0.922562293636803,2.01174978288035e-18,"SIG","DOWN","Down-Down"
"844","As3mt","As3mt","NA","Arsenite methyltransferase",1.27133019099184,1.03221280552336e-05,"SIG","UP",0.464621384809995,0.00143344358473118,"SIG","UP","NA"
"845","novel_gene_NC_056023.1_7064","novel_gene_NC_056023.1_7064","NA","NA",1.22019076639004,1.04157003258407e-05,"SIG","UP",0.389520062657803,0.00393954467528568,"SIG","UP","NA"
"846","Tpgs2","Tpgs2","NA","Tubulin polyglutamylase complex subunit 2",-1.09415469404225,1.04157003258407e-05,"SIG","DOWN",-0.307697564555322,8.63134531538241e-05,"SIG","DOWN","NA"
"847","novel_gene_NC_056015.1_1492","novel_gene_NC_056015.1_1492","NA","NA",-0.434912627393805,1.0553549635105e-05,"SIG","DOWN",-0.19895512501138,0.0176898305137785,"SIG","DOWN","InCutoff"
"848","Nfkbid","Nfkbid","NA","Ankyrin repeat-containing domain superfamily",-0.956166469586168,1.06717955713186e-05,"SIG","DOWN",-0.5635695578191,7.34644525041534e-08,"SIG","DOWN","Down-Down"
"849","Ccdc186","Ccdc186","NA","Coiled-coil domain-containing protein 186",-0.48139880741449,1.09097297994342e-05,"SIG","DOWN",-0.407800611677348,2.58181466606908e-12,"SIG","DOWN","InCutoff"
"850","novel_gene_NC_056018.1_675","novel_gene_NC_056018.1_675","NA","NA",-0.62071766554149,1.10025780575834e-05,"SIG","DOWN",-0.355579525904361,0.0041311622488367,"SIG","DOWN","NA"
"851","LOC102914882","ENSMUSG00215023823.1","olfactory receptor 5V1-like","Olfactory receptor",1.34840466219146,1.1140775427227e-05,"SIG","UP",0.651875150796999,2.60089251122729e-05,"SIG","UP","Up-Up"
"852","novel_gene_NC_056015.1_24449","novel_gene_NC_056015.1_24449","NA","NA",1.82065932021715,1.11566346244123e-05,"SIG","UP",0.456176200267786,0.0038641082888945,"SIG","UP","NA"
"853","Wdr72","Wdr72","NA","WD repeat-containing protein 72",1.5906277117512,1.13544853014053e-05,"SIG","UP",0.814576619823395,0.0010794962160658,"SIG","UP","Up-Up"
"854","novel_gene_NC_056023.1_3214","novel_gene_NC_056023.1_3214","NA","NA",-0.850406652033314,1.13567010293572e-05,"SIG","DOWN",-1.11046679092931,3.75064265812891e-18,"SIG","DOWN","Down-Down"
"855","Art3","Art3","NA","NAD(P)(+)--arginine ADP-ribosyltransferase",-2.00797782585884,1.14412830360354e-05,"SIG","DOWN",-1.74668917901529,1.0267577592173e-11,"SIG","DOWN","Down-Down"
"856","Fzd3","Fzd3","NA","Frizzled-3",-0.601120389982447,1.15201878456586e-05,"SIG","DOWN",-0.561810454416395,0.00019442998265532,"SIG","DOWN","Down-Down"
"857","Rnf135","Rnf135","NA","E3 ubiquitin-protein ligase RNF135",0.773355080387387,1.16249730780897e-05,"SIG","UP",0.552598173695075,1.0656824617123e-06,"SIG","UP","Up-Up"
"858","Mrpl9","Mrpl9","NA","NA",-0.412676558406072,1.18177814882176e-05,"SIG","DOWN",-0.394504158984551,7.47126892979866e-14,"SIG","DOWN","InCutoff"
"859","LOC121831087","UBALD2","UBA-like domain-containing protein 2","UBA-like domain-containing protein 2",-0.98420480315215,1.19974801007417e-05,"SIG","DOWN",-0.288203150328442,0.0495207259193286,"SIG","DOWN","NA"
"860","Cuedc1","Cuedc1","NA","CUE domain-containing protein 1",-0.759790469734831,1.20496418871576e-05,"SIG","DOWN",-0.49509324645463,6.76660518199619e-10,"SIG","DOWN","NA"
"861","novel_gene_NC_056010.1_38925","novel_gene_NC_056010.1_38925","NA","NA",-1.13058643704735,1.212184930438e-05,"SIG","DOWN",-1.91122008507107,4.92765783510104e-34,"SIG","DOWN","Down-Down"
"862","Sec11a","Sec11a","NA","Signal peptidase complex catalytic subunit SEC11",-0.721857275577136,1.21590739776283e-05,"SIG","DOWN",-0.190619969904175,0.00826551986062878,"SIG","DOWN","NA"
"863","Arsl","Arsl","NA","Arylsulfatase J",1.4772296303781,1.22072956176227e-05,"SIG","UP",0.835623045458541,2.32666745832667e-06,"SIG","UP","Up-Up"
"864","Ucp2","Ucp2","NA","Dicarboxylate carrier SLC25A8",-2.3744400672814,1.22135662811986e-05,"SIG","DOWN",-1.06333156103727,1.97731905272736e-21,"SIG","DOWN","Down-Down"
"865","Slc35f5","Slc35f5","NA","Solute carrier family 35 member F5",-0.46292699839132,1.25782184777683e-05,"SIG","DOWN",-0.325919141563574,1.18191788996788e-18,"SIG","DOWN","InCutoff"
"866","Fsd1","Fsd1","NA","Fibronectin type III and SPRY domain-containing protein 1",2.65305459967879,1.25782184777683e-05,"SIG","UP",1.34119333047467,2.04982984105565e-15,"SIG","UP","Up-Up"
"867","Znf200","Znf200","NA","Zinc finger X-chromosomal protein",1.19483559497077,1.25782184777683e-05,"SIG","UP",1.19503133998774,1.27624673650818e-09,"SIG","UP","Up-Up"
"868","LOC102915787","Zfp872","zinc finger protein 709 isoform X1","KRAB domain superfamily",-1.35768642188717,1.25782184777683e-05,"SIG","DOWN",-0.833775081600052,1.10714119892928e-05,"SIG","DOWN","Down-Down"
"869","Alg14","Alg14","NA","NA",-0.64856593877833,1.25782184777683e-05,"SIG","DOWN",-0.436423662825596,0.00463610146127911,"SIG","DOWN","NA"
"870","Msrb2","Msrb2","NA","Methionine-R-sulfoxide reductase B2, mitochondrial",-1.72352202040642,1.27060366363823e-05,"SIG","DOWN",-1.52796830321519,2.20422716666388e-22,"SIG","DOWN","Down-Down"
"871","L3mbtl3","L3mbtl3","NA","Lethal(3)malignant brain tumor-like protein 3",0.660150251777953,1.278689116052e-05,"SIG","UP",0.512774684709918,1.23142184224769e-08,"SIG","UP","Up-Up"
"872","novel_gene_NC_056021.1_9796","novel_gene_NC_056021.1_9796","NA","NA",0.738223640391482,1.28887445210773e-05,"SIG","UP",0.841206089115645,1.04747589849075e-26,"SIG","UP","Up-Up"
"873","Sfxn1","Sfxn1","NA","Sideroflexin-1",-0.814006576886056,1.29565216006429e-05,"SIG","DOWN",-0.646078710638845,2.73195116690495e-11,"SIG","DOWN","Down-Down"
"874","Atxn7l2","Atxn7l2","NA","SCA7 domain",0.3696515117213,1.3064060667013e-05,"SIG","UP",0.166823933595452,0.0299423092377152,"SIG","UP","InCutoff"
"875","Cep104","Cep104","NA","Centrosomal protein of 104 kDa",-0.304383429832851,1.30863536483562e-05,"SIG","DOWN",-0.266544752813529,3.63482996796695e-06,"SIG","DOWN","InCutoff"
"876","Fancc","Fancc","NA","Fanconi anemia group C protein homolog",0.685544830747543,1.33163421322375e-05,"SIG","UP",0.571019382037097,0.0191987747256391,"SIG","UP","Up-Up"
"877","novel_gene_NC_056018.1_17014","novel_gene_NC_056018.1_17014","NA","NA",-0.854036733472545,1.33430744056126e-05,"SIG","DOWN",-0.725512661958587,1.87060538497592e-16,"SIG","DOWN","Down-Down"
"878","Exo5","Exo5","NA","Exonuclease V",0.790407625375652,1.34744346243158e-05,"SIG","UP",1.1782187343261,2.55048487019146e-31,"SIG","UP","Up-Up"
"879","LOC102916584","LOC102916584","LOW QUALITY PROTEIN: protein transport protein Sec61 subunit gamma-like","NA",1.03298997133466,1.35396401030727e-05,"SIG","UP",1.33921228368298,2.93414448902179e-19,"SIG","UP","Up-Up"
"880","LOC102903712","Hba-x","Hemoglobin subunit zeta","Hemoglobin subunit zeta",2.83736810218074,1.36746182681562e-05,"SIG","UP",1.26901762166302,0.0169837751850687,"SIG","UP","Up-Up"
"881","Zc3h11a","Zc3h11a","NA","Zinc finger CCCH domain-containing protein 11A",-0.400637774254594,1.38069197916834e-05,"SIG","DOWN",-0.217796425225632,7.95852907578931e-06,"SIG","DOWN","InCutoff"
"882","Smpd3","Smpd3","NA","Sphingomyelin phosphodiesterase 3",0.869494117313415,1.38115954615966e-05,"SIG","UP",0.311900260536003,0.0370796069788168,"SIG","UP","NA"
"883","Pop5","Pop5","NA","Ribonuclease P/MRP protein subunit POP5",-0.665591299266403,1.39375527314489e-05,"SIG","DOWN",-1.07490248772481,3.82484601990803e-22,"SIG","DOWN","Down-Down"
"884","LOC102904434","Zfp-15","zinc finger protein 431-like isoform X1","Zinc finger protein 292",-1.74622748419837,1.40821351629301e-05,"SIG","DOWN",-0.785722281468957,0.0121403831014481,"SIG","DOWN","Down-Down"
"885","Arg1","Arg1","NA","Arginase-1",-3.12814779691135,1.41745566196512e-05,"SIG","DOWN",-1.33116684613058,4.40649659192736e-05,"SIG","DOWN","Down-Down"
"886","novel_gene_NC_056015.1_9890","novel_gene_NC_056015.1_9890","NA","NA",-1.62446080181926,1.4218632204555e-05,"SIG","DOWN",-0.447971131863503,0.00018052030215265,"SIG","DOWN","NA"
"887","Cfap97","Cfap97","NA","Cilia- and flagella-associated protein 97",-0.569571240602763,1.42210978363957e-05,"SIG","DOWN",-0.242704739655323,0.00126443276828514,"SIG","DOWN","NA"
"888","Sike1","Sike1","NA","Suppressor of IKBKE 1",-0.375664819525847,1.43973490487988e-05,"SIG","DOWN",-0.259072519549763,0.00010954711533619,"SIG","DOWN","InCutoff"
"889","novel_gene_NC_056022.1_12617","novel_gene_NC_056022.1_12617","NA","NA",-0.743191011292626,1.44192614311228e-05,"SIG","DOWN",-0.232378563622354,0.0390174151844774,"SIG","DOWN","NA"
"890","novel_gene_NC_056012.1_20960","novel_gene_NC_056012.1_20960","NA","NA",0.335961089949482,1.44421527519637e-05,"SIG","UP",0.0907424524462446,0.0440173282778891,"SIG","UP","InCutoff"
"891","Zbtb41","Zbtb41","NA","Zinc finger and BTB domain-containing protein 41",-0.42291354308741,1.45241683259917e-05,"SIG","DOWN",0.474965954850393,8.18621704422068e-05,"SIG","UP","InCutoff"
"892","novel_gene_NC_056022.1_12708","novel_gene_NC_056022.1_12708","NA","NA",-0.266590401602895,1.46999176779351e-05,"SIG","DOWN",-0.150483349719486,0.0112651755741721,"SIG","DOWN","InCutoff"
"893","Ackr2","Ackr2","NA","Atypical chemokine receptor 2",-1.53496832896271,1.47063896530926e-05,"SIG","DOWN",-1.77408560646817,8.65167712625547e-12,"SIG","DOWN","Down-Down"
"894","Lamp2","Lamp2","NA","Lysosome-associated membrane glycoprotein 2",-0.757465730349111,1.47409453039321e-05,"SIG","DOWN",-0.134295349148934,0.0455966933240875,"SIG","DOWN","NA"
"895","LOC102924285","myzap","myocardial zonula adherens protein","NA",0.711891445499372,1.47598625723733e-05,"SIG","UP",0.315416521316149,0.00673298198319985,"SIG","UP","NA"
"896","Zfp3","Zfp3","NA","Zinc finger protein 3",0.667136665490546,1.49308718286931e-05,"SIG","UP",0.459087523969696,0.00194678399295711,"SIG","UP","NA"
"897","Ikbkg","Ikbkg","NA","NF-kappa-B essential modulator",-0.445331656898767,1.4943808997228e-05,"SIG","DOWN",-0.153467161895601,0.00532432769166528,"SIG","DOWN","InCutoff"
"898","C15H5orf22","C15H5orf22","NA","NA",-0.499321304229462,1.51688498585094e-05,"SIG","DOWN",-0.202244464133538,0.00073040495918833,"SIG","DOWN","InCutoff"
"899","Fras1","Fras1","NA","NA",1.62292210724659,1.52062369540614e-05,"SIG","UP",0.578973745331709,0.00016604855263609,"SIG","UP","Up-Up"
"900","Tmem265","Tmem265","NA","CD225/Dispanin family",0.377225405204503,1.52389445481133e-05,"SIG","UP",0.337522632278614,0.00027697100047854,"SIG","UP","InCutoff"
"901","C3ar1","C3ar1","NA","C3a anaphylatoxin chemotactic receptor",1.50242259612055,1.5495997921794e-05,"SIG","UP",1.07065087526026,4.01342636221705e-08,"SIG","UP","Up-Up"
"902","Mdk","Mdk","NA","Midkine",2.02407065363955,1.54988911258388e-05,"SIG","UP",0.544092309577116,8.03429363238793e-05,"SIG","UP","Up-Up"
"903","Dll3","Dll3","NA","EGF-like domain-containing protein",1.20815428830262,1.56010428104147e-05,"SIG","UP",1.25080130242912,9.33163122596193e-07,"SIG","UP","Up-Up"
"904","Rpe","Rpe","NA","Ribulose-phosphate 3-epimerase",-0.26550910366789,1.57081840615293e-05,"SIG","DOWN",0.332396793072891,1.89192028558573e-08,"SIG","UP","InCutoff"
"905","Nr1h3","Nr1h3","NA","Oxysterols receptor LXR-alpha",-0.67620841961262,1.58880596105368e-05,"SIG","DOWN",-0.790442347288665,1.86773426799383e-07,"SIG","DOWN","Down-Down"
"906","novel_gene_NW_024590181.1_7","novel_gene_NW_024590181.1_7","NA","NA",0.934790158481115,1.58880596105368e-05,"SIG","UP",0.587059251565626,0.00103900124826005,"SIG","UP","Up-Up"
"907","Nqo2","Nqo2","NA","Ribosyldihydronicotinamide dehydrogenase",1.02037052772471,1.63655627444619e-05,"SIG","UP",0.472360627746897,4.09441024659966e-05,"SIG","UP","NA"
"908","Nr1h4","Nr1h4","NA","Bile acid receptor",2.61576672913592,1.64096659787105e-05,"SIG","UP",0.749374658981813,6.15314928310127e-08,"SIG","UP","Up-Up"
"909","LOC102924012","HMGN1","Non-histone chromosomal protein HMG-14","Non-histone chromosomal protein HMG-14",0.940275128681401,1.64325994070515e-05,"SIG","UP",0.924113367179009,2.09848885174659e-12,"SIG","UP","Up-Up"
"910","LOC102904318","LOC102904318","NA","NA",-0.397541679508343,1.64920549287298e-05,"SIG","DOWN",-0.2747030288364,4.7671565351474e-10,"SIG","DOWN","InCutoff"
"911","Ca10","Ca10","NA","Carbonic anhydrase-related protein 10",-2.03048462284752,1.66536949254621e-05,"SIG","DOWN",0.281614449026586,0.0204863511880256,"SIG","UP","NA"
"912","Cd84","Cd84","NA","SLAM family member 5",-1.97527394910326,1.66536949254621e-05,"SIG","DOWN",-2.4903062988489,6.8578901664614e-20,"SIG","DOWN","Down-Down"
"913","Eml5","Eml5","NA","Echinoderm microtubule-associated protein-like 6",0.549283332039374,1.67185538836853e-05,"SIG","UP",0.971111116968865,2.31061002073061e-11,"SIG","UP","Up-Up"
"914","Slc1a2","Slc1a2","NA","Excitatory amino acid transporter 2",2.93551580256862,1.67343958691647e-05,"SIG","UP",-1.76359793210117,8.90456926957493e-16,"SIG","DOWN","Up-Down"
"915","Trmt2b","Trmt2b","NA","tRNA (uracil-5-)-methyltransferase homolog B",1.19704322109102,1.69085720404942e-05,"SIG","UP",0.264878345293626,0.00180503510592594,"SIG","UP","NA"
"916","Rilpl2","Rilpl2","NA","RILP-like protein 2",-1.05739908896054,1.72031626187199e-05,"SIG","DOWN",-0.595227593435604,7.07863887527204e-08,"SIG","DOWN","Down-Down"
"917","Epb42","Epb42","NA","Protein 4.2",2.70136210313147,1.7228164587188e-05,"SIG","UP",0.727234983815154,0.0123976922306378,"SIG","UP","Up-Up"
"918","Lrrc51","Lrrc51","NA","Leucine-rich repeat-containing protein 51",-0.686328276239406,1.72882433360296e-05,"SIG","DOWN",-0.222225844136346,0.0407099516547395,"SIG","DOWN","NA"
"919","Msh3","Msh3","NA","NA",0.805477537280053,1.74501952257562e-05,"SIG","UP",1.14130036803741,6.72410070611631e-07,"SIG","UP","Up-Up"
"920","novel_gene_NC_056009.1_15869","novel_gene_NC_056009.1_15869","NA","NA",-1.35354391946464,1.75285387298247e-05,"SIG","DOWN",-0.992325752568281,0.00013661322220632,"SIG","DOWN","Down-Down"
"921","Rab42","Rab42","NA","Ras-related protein Rab-42",-0.50087807031684,1.75883193550371e-05,"SIG","DOWN",-0.313018061371759,2.51016312078596e-06,"SIG","DOWN","NA"
"922","LOC102923288","rpl29","60S ribosomal protein L29-like","NA",0.645696559716374,1.7778284218897e-05,"SIG","UP",0.232150759846078,0.00127124933351692,"SIG","UP","NA"
"923","Snx14","Snx14","NA","Sorting nexin-14",-0.282352866018274,1.7789223343047e-05,"SIG","DOWN",-0.444093235638449,4.51395726982778e-16,"SIG","DOWN","InCutoff"
"924","Ptgs1","Ptgs1","NA","Prostaglandin G/H synthase 1",1.43987011472746,1.79103516528975e-05,"SIG","UP",1.61868216720056,5.59076614868568e-07,"SIG","UP","Up-Up"
"925","LOC121822500","LOC121822500","NA","NA",0.914234237552458,1.79197476551306e-05,"SIG","UP",1.05960504347844,1.91169406568054e-13,"SIG","UP","Up-Up"
"926","Angel2","Angel2","NA","Protein angel homolog 2",-0.409268922412094,1.79741455677278e-05,"SIG","DOWN",-0.125509480241566,0.0195577341389982,"SIG","DOWN","InCutoff"
"927","Acadm","Acadm","NA","Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",0.963743444869633,1.87592891212361e-05,"SIG","UP",0.49408785826424,1.07864547265133e-06,"SIG","UP","NA"
"928","LOC121831395","LOC121831395","NA","NA",-0.773966060531341,1.88850092941608e-05,"SIG","DOWN",-0.622374794573279,4.38633155913156e-22,"SIG","DOWN","Down-Down"
"929","Pdcd2l","Pdcd2l","NA","Programmed cell death protein 2-like",-0.571439425609657,1.90725054672773e-05,"SIG","DOWN",-0.208927398483663,0.00089644895494073,"SIG","DOWN","NA"
"930","Sgcb","Sgcb","NA","Beta-sarcoglycan",-0.625875036507338,1.92694574187535e-05,"SIG","DOWN",-0.817422156274611,3.20716022997058e-15,"SIG","DOWN","Down-Down"
"931","Chuk","Chuk","NA","Inhibitor of nuclear factor kappa-B kinase subunit alpha",-0.313785929393182,1.92742774620065e-05,"SIG","DOWN",0.164789200777107,0.00038073550207939,"SIG","UP","InCutoff"
"932","Cdk14","Cdk14","NA","Protein kinase domain-containing protein",0.914420832709826,1.93359034491069e-05,"SIG","UP",0.278364082266825,0.00129335058327081,"SIG","UP","NA"
"933","Slc27a5","Slc27a5","NA","Long-chain fatty acid transport protein 5",-1.24944929454237,1.94843898981706e-05,"SIG","DOWN",-1.15527942695325,1.86344471799214e-22,"SIG","DOWN","Down-Down"
"934","Mctp2","Mctp2","NA","Multiple C2 and transmembrane domain-containing protein 2",-1.54429756973071,1.95395179806948e-05,"SIG","DOWN",-0.45734026040363,0.00130339272828159,"SIG","DOWN","NA"
"935","LOC102907651","DAP-1","death-associated protein 1","Death-associated protein 1",-0.618277601367954,1.96202270384125e-05,"SIG","DOWN",-0.328479574190528,0.00708698974017597,"SIG","DOWN","NA"
"936","Dtwd1","Dtwd1","NA","tRNA-uridine aminocarboxypropyltransferase 1",-0.428657235444173,1.9631622105531e-05,"SIG","DOWN",-0.281707378584689,1.27286637295039e-05,"SIG","DOWN","InCutoff"
